name,region,year,income,population,lifeExpectancy
Trinidad and Tobago,America,1922,2890.0735714285715,371000.0,43.263999999999996
United States,America,1922,8504.51,110484000.0,58.1
Uruguay,America,1922,3550.25,1433000.0,43.263999999999996
Albania,Europe & Central Asia,1922,3554.530769230769,942000.0,54.885999999999996
Austria,Europe & Central Asia,1922,4451.32,6528000.0,54.885999999999996
Belgium,Europe & Central Asia,1922,5513.88,7571000.0,55.15
Bosnia and Herzegovina,Europe & Central Asia,1922,710.29,14883238.095238095,54.885999999999996
Bulgaria,Europe & Central Asia,1922,3554.530769230769,5255000.0,54.885999999999996
Croatia,Europe & Central Asia,1922,2275.79,14883238.095238095,54.885999999999996
Denmark,Europe & Central Asia,1922,5201.84,3322000.0,60.65
Estonia,Europe & Central Asia,1922,3554.530769230769,14883238.095238095,51.7
Finland,Europe & Central Asia,1922,2828.49,3210000.0,51.92
France,Europe & Central Asia,1922,4952.53,39420000.0,54.92
Germany,Europe & Central Asia,1922,5227.11,61900000.0,54.885999999999996
Greece,Europe & Central Asia,1922,2993.27,5890000.0,45.2
Hungary,Europe & Central Asia,1922,3554.530769230769,8103000.0,54.885999999999996
Iceland,Europe & Central Asia,1922,2725.28,14883238.095238095,56.95
Ireland,Europe & Central Asia,1922,3716.68,3002000.0,54.885999999999996
Italy,Europe & Central Asia,1922,3419.44,38086000.0,50.01
Luxembourg,Europe & Central Asia,1922,3554.530769230769,14883238.095238095,55.27
"Macedonia, FYR",Europe & Central Asia,1922,1390.56,14883238.095238095,54.885999999999996
Montenegro,Europe & Central Asia,1922,1931.67,14883238.095238095,54.885999999999996
Netherlands,Europe & Central Asia,1922,5218.13,7032000.0,59.84
Norway,Europe & Central Asia,1922,3970.0,2695000.0,60.79
Poland,Europe & Central Asia,1922,3104.64,24935000.0,54.885999999999996
Portugal,Europe & Central Asia,1922,2029.87,6146000.0,54.885999999999996
Romania,Europe & Central Asia,1922,3554.530769230769,12666000.0,54.885999999999996
Serbia,Europe & Central Asia,1922,2613.02,14883238.095238095,54.885999999999996
Slovak Republic,Europe & Central Asia,1922,2829.41,14883238.095238095,54.885999999999996
Slovenia,Europe & Central Asia,1922,3075.28,14883238.095238095,54.885999999999996
Spain,Europe & Central Asia,1922,3422.14,21628000.0,44.21
Sweden,Europe & Central Asia,1922,4206.0,5971000.0,61.05
Switzerland,Europe & Central Asia,1922,7065.58,3874000.0,58.5
Turkey,Europe & Central Asia,1922,1019.54,14883238.095238095,54.885999999999996
United Kingdom,Europe & Central Asia,1922,6526.04,44372000.0,57.13
Australia,East Asia & Pacific,1922,6853.4,5574000.0,62.89
China,East Asia & Pacific,1922,916.5,475352000.0,47.37
"Hong Kong, China",East Asia & Pacific,1922,2307.9366666666665,638000.0,47.37
Indonesia,East Asia & Pacific,1922,752.97,55020000.0,47.37
Japan,East Asia & Pacific,1922,2584.64,57209000.0,42.62
"Korea, Dem. Rep.",East Asia & Pacific,1922,1033.0,50006000.0,47.37
"Korea, Rep.",East Asia & Pacific,1922,882.0,12281000.0,47.37
Malaysia,East Asia & Pacific,1922,1433.21,3698000.0,47.37
Myanmar,East Asia & Pacific,1922,824.63,13351000.0,47.37
New Zealand,East Asia & Pacific,1922,6555.15,1304000.0,47.37
Philippines,East Asia & Pacific,1922,1456.87,11143000.0,47.37
Singapore,East Asia & Pacific,1922,2851.87,436000.0,47.37
Taiwan,East Asia & Pacific,1922,1551.0,3870000.0,36.6
Thailand,East Asia & Pacific,1922,2307.9366666666665,10202000.0,47.37
Cape Verde,Sub-Saharan Africa,1923,519.06,23311478.319254495,54.94365044330598
South Africa,Sub-Saharan Africa,1923,2499.68,23311478.319254495,54.94365044330598
Bangladesh,South Asia,1923,763.0,5426000.0,54.94365044330598
India,South Asia,1923,655.0,5426000.0,54.94365044330598
Pakistan,South Asia,1923,834.0,5426000.0,54.94365044330598
Sri Lanka,South Asia,1923,879.03,5426000.0,54.94365044330598
Algeria,Middle East & North Africa,1923,2293.68,23311478.319254495,28.82
Iraq,Middle East & North Africa,1923,2293.68,23311478.319254495,28.810000000000002
Tunisia,Middle East & North Africa,1923,2293.68,23311478.319254495,28.8
Argentina,America,1923,4807.28,9707000.0,46.505
Bolivia,America,1923,3066.6657142857143,2212000.0,46.505
Brazil,America,1923,984.14,29126000.0,46.505
Canada,America,1923,5769.84,9256000.0,57.02
Chile,America,1923,2919.39,3865863.0,46.505
Colombia,America,1923,1107.43,6709000.0,46.505
Costa Rica,America,1923,1898.13,440000.0,46.505
Cuba,America,1923,3066.6657142857143,3257000.0,46.505
Ecuador,America,1923,3066.6657142857143,1835000.0,46.505
El Salvador,America,1923,1916.16,1240000.0,46.505
Guatemala,America,1923,1675.57,1648000.0,46.505
Haiti,America,1923,3066.6657142857143,2209000.0,46.505
Honduras,America,1923,2027.06,800000.0,46.505
Jamaica,America,1923,3066.6657142857143,891000.0,38.0
Mexico,America,1923,2447.87,15367000.0,33.5
Nicaragua,America,1923,2074.07,650000.0,46.505
Panama,America,1923,3066.6657142857143,493000.0,46.505
Paraguay,America,1923,3066.6657142857143,749000.0,46.505
Peru,America,1923,2138.02,4914000.0,46.505
Puerto Rico,America,1923,3066.6657142857143,1383000.0,46.505
Trinidad and Tobago,America,1923,3066.6657142857143,376000.0,46.505
United States,America,1923,9512.22,112387000.0,57.5
Uruguay,America,1923,3656.14,1465000.0,46.505
Albania,Europe & Central Asia,1923,3620.109230769231,947000.0,56.044285714285714
Austria,Europe & Central Asia,1923,4396.76,6543000.0,56.044285714285714
Belgium,Europe & Central Asia,1923,5864.8,7635000.0,56.77
Bosnia and Herzegovina,Europe & Central Asia,1923,736.69,14983227.272727273,56.044285714285714
Bulgaria,Europe & Central Asia,1923,3620.109230769231,5365000.0,44.6
Croatia,Europe & Central Asia,1923,2360.39,14983227.272727273,56.044285714285714
Denmark,Europe & Central Asia,1923,5699.38,3356000.0,61.22
Finland,Europe & Central Asia,1923,3005.49,3243000.0,52.52
France,Europe & Central Asia,1923,5174.88,39880000.0,54.65
Germany,Europe & Central Asia,1923,4314.74,62307000.0,56.044285714285714
Greece,Europe & Central Asia,1923,3034.8,6010000.0,56.044285714285714
Hungary,Europe & Central Asia,1923,3620.109230769231,8173000.0,56.044285714285714
Iceland,Europe & Central Asia,1923,2576.98,14983227.272727273,57.67
Ireland,Europe & Central Asia,1923,3682.89,3014000.0,56.044285714285714
Italy,Europe & Central Asia,1923,3438.41,38460000.0,51.45
Luxembourg,Europe & Central Asia,1923,3620.109230769231,14983227.272727273,54.68
"Macedonia, FYR",Europe & Central Asia,1923,1442.26,14983227.272727273,56.044285714285714
Montenegro,Europe & Central Asia,1923,2003.48,14983227.272727273,56.044285714285714
Netherlands,Europe & Central Asia,1923,5261.95,7150000.0,62.06
Norway,Europe & Central Asia,1923,4058.0,2713000.0,61.81
Poland,Europe & Central Asia,1923,3143.07,25569000.0,56.044285714285714
Portugal,Europe & Central Asia,1923,2091.67,6223000.0,56.044285714285714
Romania,Europe & Central Asia,1923,3620.109230769231,12843000.0,56.044285714285714
Serbia,Europe & Central Asia,1923,2710.16,14983227.272727273,56.044285714285714
Slovak Republic,Europe & Central Asia,1923,3033.56,14983227.272727273,56.044285714285714
Slovenia,Europe & Central Asia,1923,3189.6,14983227.272727273,56.044285714285714
Spain,Europe & Central Asia,1923,3431.6,21847000.0,44.75
Sweden,Europe & Central Asia,1923,4352.0,5997000.0,63.0
Switzerland,Europe & Central Asia,1923,7457.2,3883000.0,60.04
Turkey,Europe & Central Asia,1923,963.24,13877000.0,56.044285714285714
United Kingdom,Europe & Central Asia,1923,6698.84,44596000.0,59.4
Australia,East Asia & Pacific,1923,7027.1,5697000.0,61.73
China,East Asia & Pacific,1923,928.85,477037000.0,39.022499999999994
"Hong Kong, China",East Asia & Pacific,1923,2363.084166666667,668000.0,39.022499999999994
Indonesia,East Asia & Pacific,1923,758.93,55683000.0,39.022499999999994
Japan,East Asia & Pacific,1923,2549.04,57937000.0,39.022499999999994
"Korea, Dem. Rep.",East Asia & Pacific,1923,1093.0,50333461.538461536,29.53
"Korea, Rep.",East Asia & Pacific,1923,933.0,12526000.0,29.53
Malaysia,East Asia & Pacific,1923,1381.09,3779000.0,39.022499999999994
Myanmar,East Asia & Pacific,1923,847.19,13491000.0,39.022499999999994
New Zealand,East Asia & Pacific,1923,6965.89,1326000.0,39.022499999999994
Philippines,East Asia & Pacific,1923,1341.59,11358000.0,39.022499999999994
Singapore,East Asia & Pacific,1923,2920.33,458000.0,39.022499999999994
Taiwan,East Asia & Pacific,1923,1611.0,3940000.0,35.3
Thailand,East Asia & Pacific,1923,2363.084166666667,10435000.0,39.022499999999994
Cape Verde,Sub-Saharan Africa,1924,521.19,23311478.319254495,31.22
Mauritius,Sub-Saharan Africa,1924,1574.155,23311478.319254495,31.22
South Africa,Sub-Saharan Africa,1924,2627.12,23311478.319254495,31.22
Bangladesh,South Asia,1924,792.0,5452000.0,54.94365044330598
India,South Asia,1924,679.0,5452000.0,54.94365044330598
Pakistan,South Asia,1924,866.0,5452000.0,54.94365044330598
Sri Lanka,South Asia,1924,930.21,5452000.0,54.94365044330598
Iraq,Middle East & North Africa,1924,2325.88,23311478.319254495,54.94365044330598
Argentina,America,1924,5035.79,10054000.0,47.182500000000005
Bolivia,America,1924,3149.441428571429,2237000.0,47.182500000000005
Brazil,America,1924,980.08,29723000.0,47.182500000000005
Canada,America,1924,5771.38,9394000.0,58.83
Chile,America,1924,3098.6,3916875.0,47.182500000000005
Colombia,America,1924,1141.8,6882000.0,47.182500000000005
Costa Rica,America,1924,2123.84,450000.0,47.182500000000005
Cuba,America,1924,3149.441428571429,3345000.0,47.182500000000005
Ecuador,America,1924,3149.441428571429,1850000.0,47.182500000000005
El Salvador,America,1924,2000.99,1270000.0,47.182500000000005
Guatemala,America,1924,1793.08,1665000.0,47.182500000000005
Haiti,America,1924,3149.441428571429,2239000.0,47.182500000000005
Honduras,America,1924,1847.36,820000.0,47.182500000000005
Jamaica,America,1924,3149.441428571429,900000.0,38.6
Mexico,America,1924,2368.93,15609000.0,32.8
Nicaragua,America,1924,2164.26,660000.0,47.182500000000005
Panama,America,1924,3149.441428571429,495000.0,47.182500000000005
Paraguay,America,1924,3149.441428571429,767000.0,47.182500000000005
Peru,America,1924,2302.87,4992000.0,47.182500000000005
Puerto Rico,America,1924,3149.441428571429,1407000.0,47.182500000000005
Trinidad and Tobago,America,1924,3149.441428571429,379000.0,47.182500000000005
United States,America,1924,9544.98,114558000.0,58.5
Uruguay,America,1924,3918.22,1498000.0,47.182500000000005
Albania,Europe & Central Asia,1924,3693.7025,952000.0,56.515
Austria,Europe & Central Asia,1924,4892.64,6562000.0,56.515
Belgium,Europe & Central Asia,1924,6123.55,7707000.0,57.51
Bosnia and Herzegovina,Europe & Central Asia,1924,778.43,15117545.454545455,56.515
Bulgaria,Europe & Central Asia,1924,1173.28,5476000.0,56.515
Croatia,Europe & Central Asia,1924,2494.12,15117545.454545455,56.515
Denmark,Europe & Central Asia,1924,5668.6,3389000.0,61.19
Finland,Europe & Central Asia,1924,3056.68,3272000.0,50.22
France,Europe & Central Asia,1924,5731.07,40310000.0,55.27
Germany,Europe & Central Asia,1924,5019.72,62697000.0,56.515
Greece,Europe & Central Asia,1924,3144.67,6000000.0,56.515
Hungary,Europe & Central Asia,1924,3643.92,8232000.0,56.515
Iceland,Europe & Central Asia,1924,2745.48,15117545.454545455,54.0
Ireland,Europe & Central Asia,1924,3674.88,3005000.0,56.515
Italy,Europe & Central Asia,1924,3409.86,38810000.0,51.51
Latvia,Europe & Central Asia,1924,3693.7025,15117545.454545455,53.7
Luxembourg,Europe & Central Asia,1924,3693.7025,15117545.454545455,56.76
"Macedonia, FYR",Europe & Central Asia,1924,1523.97,15117545.454545455,56.515
Montenegro,Europe & Central Asia,1924,2116.99,15117545.454545455,56.515
Netherlands,Europe & Central Asia,1924,5563.92,7264000.0,62.97
Norway,Europe & Central Asia,1924,4041.0,2729000.0,62.12
Poland,Europe & Central Asia,1924,3181.98,25992000.0,56.515
Portugal,Europe & Central Asia,1924,1989.26,6300000.0,56.515
Romania,Europe & Central Asia,1924,3693.7025,13020000.0,56.515
Serbia,Europe & Central Asia,1924,2863.71,15117545.454545455,56.515
Slovak Republic,Europe & Central Asia,1924,3318.73,15117545.454545455,56.515
Slovenia,Europe & Central Asia,1924,3370.32,15117545.454545455,56.515
Spain,Europe & Central Asia,1924,3493.17,22069000.0,46.3
Sweden,Europe & Central Asia,1924,4628.0,6021000.0,62.0
Switzerland,Europe & Central Asia,1924,7709.48,3896000.0,59.49
Turkey,Europe & Central Asia,1924,1140.49,13968000.0,56.515
United Kingdom,Europe & Central Asia,1924,6925.75,44915000.0,58.17
Australia,East Asia & Pacific,1924,7332.16,5819000.0,62.53
China,East Asia & Pacific,1924,941.37,478728000.0,32.0
"Hong Kong, China",East Asia & Pacific,1924,2399.5433333333335,696000.0,43.876666666666665
Indonesia,East Asia & Pacific,1924,788.01,56354000.0,43.876666666666665
Japan,East Asia & Pacific,1924,2582.09,58686000.0,43.876666666666665
"Korea, Dem. Rep.",East Asia & Pacific,1924,1087.0,50664153.84615385,43.876666666666665
"Korea, Rep.",East Asia & Pacific,1924,928.0,12777000.0,43.876666666666665
Malaysia,East Asia & Pacific,1924,1319.17,3863000.0,43.876666666666665
Myanmar,East Asia & Pacific,1924,870.37,13633000.0,43.876666666666665
New Zealand,East Asia & Pacific,1924,6963.81,1350000.0,43.876666666666665
Philippines,East Asia & Pacific,1924,1436.65,11577000.0,43.876666666666665
Singapore,East Asia & Pacific,1924,2856.89,469000.0,43.876666666666665
Taiwan,East Asia & Pacific,1924,1689.0,4009000.0,37.1
Thailand,East Asia & Pacific,1924,2399.5433333333335,10673000.0,43.876666666666665
Cape Verde,Sub-Saharan Africa,1925,523.34,23311478.319254495,28.0
Ghana,Sub-Saharan Africa,1925,1600.3300000000002,23311478.319254495,28.0
South Africa,Sub-Saharan Africa,1925,2677.32,23311478.319254495,28.0
Bangladesh,South Asia,1925,793.0,5505000.0,27.61
India,South Asia,1925,680.0,5505000.0,27.61
Pakistan,South Asia,1925,867.0,5505000.0,27.61
Sri Lanka,South Asia,1925,979.1,5505000.0,27.61
Iraq,Middle East & North Africa,1925,2358.52,23311478.319254495,54.94365044330598
Argentina,America,1925,4861.3,10358000.0,52.6
Bolivia,America,1925,3194.240714285714,2263000.0,33.0
Brazil,America,1925,959.96,30332000.0,42.107777777777784
Canada,America,1925,6298.53,9549000.0,59.31
Chile,America,1925,3190.46,3969721.0,42.107777777777784
Colombia,America,1925,1173.69,7061000.0,42.107777777777784
Costa Rica,America,1925,2069.57,460000.0,42.107777777777784
Cuba,America,1925,3194.240714285714,3432000.0,38.76
Ecuador,America,1925,3194.240714285714,1865000.0,42.107777777777784
El Salvador,America,1925,1820.16,1300000.0,42.107777777777784
Guatemala,America,1925,1740.93,1682000.0,42.107777777777784
Haiti,America,1925,3194.240714285714,2268000.0,42.107777777777784
Honduras,America,1925,2151.54,850000.0,42.107777777777784
Jamaica,America,1925,3194.240714285714,910000.0,38.9
Mexico,America,1925,2477.54,15854000.0,32.1
Nicaragua,America,1925,2390.12,660000.0,42.107777777777784
Panama,America,1925,3194.240714285714,497000.0,42.107777777777784
Paraguay,America,1925,3194.240714285714,785000.0,42.107777777777784
Peru,America,1925,2327.35,5070000.0,42.107777777777784
Puerto Rico,America,1925,3194.240714285714,1431000.0,42.107777777777784
Suriname,America,1925,3194.240714285714,9512900.913043479,32.9
Trinidad and Tobago,America,1925,3194.240714285714,382000.0,42.107777777777784
United States,America,1925,9581.57,116284000.0,58.5
Uruguay,America,1925,3676.65,1534000.0,32.9
Albania,Europe & Central Asia,1925,3845.511428571429,956000.0,55.112352941176475
Austria,Europe & Central Asia,1925,5208.47,6582000.0,55.112352941176475
Belgium,Europe & Central Asia,1925,6131.49,7779000.0,57.16
Bosnia and Herzegovina,Europe & Central Asia,1925,805.15,15241318.181818182,55.112352941176475
Bulgaria,Europe & Central Asia,1925,1190.81,5590000.0,55.112352941176475
Croatia,Europe & Central Asia,1925,2579.72,15241318.181818182,55.112352941176475
Cyprus,Europe & Central Asia,1925,3845.511428571429,15241318.181818182,48.46
Denmark,Europe & Central Asia,1925,5488.31,3425000.0,61.96
Finland,Europe & Central Asia,1925,3199.82,3304000.0,53.42
France,Europe & Central Asia,1925,5758.31,40610000.0,54.39
Germany,Europe & Central Asia,1925,5542.04,63166000.0,57.42
Greece,Europe & Central Asia,1925,3276.03,5958000.0,55.112352941176475
Hungary,Europe & Central Asia,1925,4343.45,8299000.0,55.112352941176475
Iceland,Europe & Central Asia,1925,2739.43,15241318.181818182,58.23
Ireland,Europe & Central Asia,1925,3680.34,2985000.0,55.112352941176475
Italy,Europe & Central Asia,1925,3564.46,39165000.0,51.31
Lithuania,Europe & Central Asia,1925,3845.511428571429,15241318.181818182,50.5
Luxembourg,Europe & Central Asia,1925,3845.511428571429,15241318.181818182,54.79
"Macedonia, FYR",Europe & Central Asia,1925,1576.27,15241318.181818182,55.112352941176475
Montenegro,Europe & Central Asia,1925,2189.64,15241318.181818182,55.112352941176475
Netherlands,Europe & Central Asia,1925,5681.74,7366000.0,63.18
Norway,Europe & Central Asia,1925,4269.0,2747000.0,62.52
Poland,Europe & Central Asia,1925,3221.37,26425000.0,55.112352941176475
Portugal,Europe & Central Asia,1925,2052.85,6378000.0,35.6
Romania,Europe & Central Asia,1925,3845.511428571429,13209000.0,55.112352941176475
Serbia,Europe & Central Asia,1925,2961.99,15241318.181818182,55.112352941176475
Slovak Republic,Europe & Central Asia,1925,3675.88,15241318.181818182,55.112352941176475
Slovenia,Europe & Central Asia,1925,3485.98,15241318.181818182,55.112352941176475
Spain,Europe & Central Asia,1925,3672.26,22292000.0,46.95
Sweden,Europe & Central Asia,1925,4639.0,6045000.0,62.56
Switzerland,Europe & Central Asia,1925,8243.02,3910000.0,59.95
Turkey,Europe & Central Asia,1925,1257.11,14059000.0,55.112352941176475
United Kingdom,Europe & Central Asia,1925,7240.38,45059000.0,58.51
Australia,East Asia & Pacific,1925,7515.77,5943000.0,63.22
China,East Asia & Pacific,1925,954.06,480425000.0,41.17333333333333
Fiji,East Asia & Pacific,1925,2487.233333333333,51005076.92307692,26.1
"Hong Kong, China",East Asia & Pacific,1925,2487.233333333333,725000.0,41.17333333333333
Indonesia,East Asia & Pacific,1925,793.81,57036000.0,41.17333333333333
Japan,East Asia & Pacific,1925,2645.71,59522000.0,41.17333333333333
"Korea, Dem. Rep.",East Asia & Pacific,1925,1074.0,51005076.92307692,41.17333333333333
"Korea, Rep.",East Asia & Pacific,1925,917.0,13005000.0,41.17333333333333
Malaysia,East Asia & Pacific,1925,1494.64,3949000.0,41.17333333333333
Myanmar,East Asia & Pacific,1925,894.19,13776000.0,41.17333333333333
New Zealand,East Asia & Pacific,1925,7165.07,1382000.0,41.17333333333333
Philippines,East Asia & Pacific,1925,1420.6,11800000.0,41.17333333333333
Singapore,East Asia & Pacific,1925,3218.95,492000.0,41.17333333333333
Taiwan,East Asia & Pacific,1925,1753.0,4095000.0,34.2
Thailand,East Asia & Pacific,1925,2487.233333333333,10916000.0,41.17333333333333
Cameroon,Sub-Saharan Africa,1926,1638.42,2547668.0,25.1
Cape Verde,Sub-Saharan Africa,1926,525.49,1920334.0,25.1
Malawi,Sub-Saharan Africa,1926,1638.42,1293000.0,25.1
Sierra Leone,Sub-Saharan Africa,1926,1638.42,1920334.0,25.1
South Africa,Sub-Saharan Africa,1926,2751.35,1920334.0,25.1
Bangladesh,South Asia,1926,810.0,5545000.0,24.9
India,South Asia,1926,693.0,5545000.0,24.9
Pakistan,South Asia,1926,886.0,5545000.0,24.9
Sri Lanka,South Asia,1926,1044.63,5545000.0,24.9
Iraq,Middle East & North Africa,1926,2391.63,23311478.319254495,54.94365044330598
Argentina,America,1926,4962.42,10652000.0,47.697500000000005
Bolivia,America,1926,3275.9599999999996,2289000.0,47.697500000000005
Brazil,America,1926,989.1,30953000.0,47.697500000000005
Canada,America,1926,6526.05,9713000.0,57.99
Chile,America,1926,2884.86,4024523.0,47.697500000000005
Colombia,America,1926,1255.5,7243000.0,47.697500000000005
Costa Rica,America,1926,2239.72,470000.0,47.697500000000005
Cuba,America,1926,3275.9599999999996,3519000.0,47.697500000000005
Ecuador,America,1926,3275.9599999999996,1881000.0,47.697500000000005
El Salvador,America,1926,2102.98,1330000.0,47.697500000000005
Guatemala,America,1926,1740.36,1699000.0,47.697500000000005
Haiti,America,1926,3275.9599999999996,2298000.0,47.697500000000005
Honduras,America,1926,2096.58,880000.0,47.697500000000005
Jamaica,America,1926,3275.9599999999996,930000.0,40.7
Mexico,America,1926,2586.29,16103000.0,34.2
Nicaragua,America,1926,2046.39,670000.0,47.697500000000005
Panama,America,1926,3275.9599999999996,499000.0,47.697500000000005
Paraguay,America,1926,3275.9599999999996,803000.0,47.697500000000005
Peru,America,1926,2523.87,5150000.0,47.697500000000005
Puerto Rico,America,1926,3275.9599999999996,1455000.0,47.697500000000005
Trinidad and Tobago,America,1926,3275.9599999999996,385000.0,47.697500000000005
United States,America,1926,9990.36,117857000.0,57.9
Uruguay,America,1926,3918.96,1571000.0,47.697500000000005
Albania,Europe & Central Asia,1926,3907.545517241379,962000.0,55.03352941176471
Austria,Europe & Central Asia,1926,5279.81,6603000.0,55.03352941176471
Belgium,Europe & Central Asia,1926,6209.34,7844000.0,56.97
Bosnia and Herzegovina,Europe & Central Asia,1926,849.17,15368409.090909092,55.03352941176471
Bulgaria,Europe & Central Asia,1926,1509.7,5705000.0,45.3
Croatia,Europe & Central Asia,1926,2720.79,15368409.090909092,55.03352941176471
Denmark,Europe & Central Asia,1926,5770.84,3452000.0,61.71
Finland,Europe & Central Asia,1926,3287.25,3339000.0,53.83
France,Europe & Central Asia,1926,5943.23,40870000.0,54.03
Germany,Europe & Central Asia,1926,5656.53,63630000.0,55.03352941176471
Greece,Europe & Central Asia,1926,3342.01,6042000.0,55.03352941176471
Hungary,Europe & Central Asia,1926,4120.45,8383000.0,55.03352941176471
Iceland,Europe & Central Asia,1926,2947.87,15368409.090909092,60.79
Ireland,Europe & Central Asia,1926,3678.42,2971000.0,57.6
Italy,Europe & Central Asia,1926,3560.69,39502000.0,50.96
Kazakhstan,Europe & Central Asia,1926,3907.545517241379,15368409.090909092,36.87
Luxembourg,Europe & Central Asia,1926,3907.545517241379,15368409.090909092,53.41
"Macedonia, FYR",Europe & Central Asia,1926,1662.47,15368409.090909092,55.03352941176471
Montenegro,Europe & Central Asia,1926,2309.38,15368409.090909092,55.03352941176471
Netherlands,Europe & Central Asia,1926,6000.34,7471000.0,63.04
Norway,Europe & Central Asia,1926,4316.0,2763000.0,63.26
Poland,Europe & Central Asia,1926,3261.24,26815000.0,55.03352941176471
Portugal,Europe & Central Asia,1926,2014.55,6457000.0,55.03352941176471
Romania,Europe & Central Asia,1926,2966.42,13399000.0,55.03352941176471
Serbia,Europe & Central Asia,1926,3123.97,15368409.090909092,55.03352941176471
Slovak Republic,Europe & Central Asia,1926,3632.7,15368409.090909092,55.03352941176471
Slovenia,Europe & Central Asia,1926,3676.61,15368409.090909092,55.03352941176471
Spain,Europe & Central Asia,1926,3621.9,22518000.0,47.76
Sweden,Europe & Central Asia,1926,4858.0,6064000.0,62.79
Switzerland,Europe & Central Asia,1926,8607.39,3932000.0,60.64
Turkey,Europe & Central Asia,1926,1444.64,14151000.0,55.03352941176471
Ukraine,Europe & Central Asia,1926,3907.545517241379,15368409.090909092,46.95
United Kingdom,Europe & Central Asia,1926,6947.11,45232000.0,59.66
Australia,East Asia & Pacific,1926,7542.12,6064000.0,62.94
China,East Asia & Pacific,1926,966.92,482128000.0,43.580000000000005
French Polynesia,East Asia & Pacific,1926,2425.3641666666667,36000.0,43.580000000000005
"Hong Kong, China",East Asia & Pacific,1926,2425.3641666666667,710000.0,43.580000000000005
Indonesia,East Asia & Pacific,1926,829.87,57727000.0,43.580000000000005
Japan,East Asia & Pacific,1926,2621.63,60490000.0,43.580000000000005
"Korea, Dem. Rep.",East Asia & Pacific,1926,1102.0,41755250.0,43.580000000000005
"Korea, Rep.",East Asia & Pacific,1926,940.0,13179000.0,43.580000000000005
Malaysia,East Asia & Pacific,1926,1638.28,4038000.0,43.580000000000005
Myanmar,East Asia & Pacific,1926,918.65,13921000.0,30.8
New Zealand,East Asia & Pacific,1926,6641.4,1412000.0,43.580000000000005
Philippines,East Asia & Pacific,1926,1463.7,12026000.0,43.580000000000005
Samoa,East Asia & Pacific,1926,2425.3641666666667,40000.0,43.580000000000005
Singapore,East Asia & Pacific,1926,2656.8,511000.0,43.580000000000005
Taiwan,East Asia & Pacific,1926,1783.0,4195000.0,37.0
Thailand,East Asia & Pacific,1926,2425.3641666666667,11165000.0,43.580000000000005
Timor-Leste,East Asia & Pacific,1926,2425.3641666666667,442000.0,43.580000000000005
Cape Verde,Sub-Saharan Africa,1927,527.66,23311478.319254495,23.906666666666666
Kenya,Sub-Saharan Africa,1927,1659.04,23311478.319254495,23.92
Senegal,Sub-Saharan Africa,1927,1659.04,23311478.319254495,23.9
South Africa,Sub-Saharan Africa,1927,2790.42,23311478.319254495,23.906666666666666
Uganda,Sub-Saharan Africa,1927,1659.04,23311478.319254495,23.9
Bangladesh,South Asia,1927,802.0,5591000.0,54.94365044330598
India,South Asia,1927,685.0,5591000.0,54.94365044330598
Pakistan,South Asia,1927,877.0,5591000.0,54.94365044330598
Sri Lanka,South Asia,1927,1040.61,5591000.0,54.94365044330598
Iraq,Middle East & North Africa,1927,2425.21,23311478.319254495,54.94365044330598
Argentina,America,1927,5178.2,10965000.0,46.956
Bolivia,America,1927,3332.0978571428573,2316000.0,46.956
Brazil,America,1927,1076.22,31587000.0,46.956
Canada,America,1927,7033.87,9905000.0,58.68
Chile,America,1927,2793.06,4081406.0,37.0
Colombia,America,1927,1336.0,7431000.0,46.956
Costa Rica,America,1927,2033.47,470000.0,46.956
Cuba,America,1927,3332.0978571428573,3606000.0,46.956
Ecuador,America,1927,3332.0978571428573,1896000.0,46.956
El Salvador,America,1927,1821.22,1350000.0,46.956
Guatemala,America,1927,1835.3,1717000.0,46.956
Haiti,America,1927,3332.0978571428573,2328000.0,46.956
Honduras,America,1927,2276.69,890000.0,46.956
Jamaica,America,1927,3332.0978571428573,946000.0,39.4
Mexico,America,1927,2430.9,16356000.0,40.3
Nicaragua,America,1927,2056.17,670000.0,46.956
Panama,America,1927,3332.0978571428573,502000.0,46.956
Paraguay,America,1927,3332.0978571428573,822000.0,46.956
Peru,America,1927,2529.18,5230000.0,46.956
Puerto Rico,America,1927,3332.0978571428573,1478000.0,46.956
Trinidad and Tobago,America,1927,3332.0978571428573,388000.0,46.956
United States,America,1927,9869.44,119502000.0,59.4
Uruguay,America,1927,4379.65,1608000.0,46.956
Albania,Europe & Central Asia,1927,4022.3506896551717,967000.0,56.82857142857143
Austria,Europe & Central Asia,1927,5422.72,6623000.0,56.82857142857143
Belgium,Europe & Central Asia,1927,6183.18,7904000.0,57.2
Bosnia and Herzegovina,Europe & Central Asia,1927,823.56,15478090.909090908,56.82857142857143
Bulgaria,Europe & Central Asia,1927,1619.8,5798000.0,56.82857142857143
Croatia,Europe & Central Asia,1927,2638.71,15478090.909090908,56.82857142857143
Denmark,Europe & Central Asia,1927,5854.2,3475000.0,61.24
Finland,Europe & Central Asia,1927,3514.45,3368000.0,51.86
France,Europe & Central Asia,1927,5809.19,40940000.0,55.8
Germany,Europe & Central Asia,1927,6184.52,64023000.0,56.82857142857143
Greece,Europe & Central Asia,1927,3409.21,6127000.0,48.2
Hungary,Europe & Central Asia,1927,4263.81,8454000.0,56.82857142857143
